nm	nf	epicene	proper_noun	catégorie
beethovénien	beethovénienne	0.0	0.0	Nm
copartageant	copartageante	0.0	0.0	Nm
codonataire	codonataire	1.0	0.0	Nm
dealeur	dealeuse	0.0	0.0	Nm
behaviouriste	behaviouriste	1.0	0.0	Nm
dédoreur	dédoreuse	0.0	0.0	Nm
doriotiste	doriotiste	1.0	0.0	Nm
boycotteur	boycotteuse	0.0	0.0	Nm
caravaniste	caravaniste	1.0	0.0	Nm
artiviste	artiviste	1.0	0.0	Nm
garçonnier	garçonnière	0.0	0.0	Nm
morsiste	morsiste	1.0	0.0	Nm
antimilitariste	antimilitariste	1.0	0.0	Nm
interniste	interniste	1.0	0.0	Nm
brifeur	brifeuse	0.0	0.0	Nm
leveur	leveuse	0.0	0.0	Nm
crayonneur	crayonneuse	0.0	0.0	Nm
geigneur	geigneuse	0.0	0.0	Nm
éperonnier	éperonnière	0.0	0.0	Nm
einsteinien	einsteinienne	0.0	0.0	Nm
pépiste	pépiste	1.0	0.0	Nm
vingtièmiste	vingtièmiste	1.0	0.0	Nm
goaleur	goaleuse	0.0	0.0	Nm
pelleteux	pelleteuse	0.0	0.0	Nm
ismaïlien	ismaïlienne	0.0	0.0	Nm
brechtien	brechtienne	0.0	0.0	Nm
cabotier	cabotière	0.0	0.0	Nm
quarreur	quarreuse	0.0	0.0	Nm
phraseur	phraseuse	0.0	0.0	Nm
baissier	baissière	0.0	0.0	Nm
miauleur	miauleuse	0.0	0.0	Nm
variqueux	variqueuse	0.0	0.0	Nm
conservatiste	conservatiste	1.0	0.0	Nm
miskine	miskine	1.0	0.0	Nm
sensibilisateur	sensibilisatrice	0.0	0.0	Nm
wikidémicien	wikidémicienne	0.0	0.0	Nm
pakistanais	pakistanaise	0.0	0.0	Nm
basketteur	basketteuse	0.0	0.0	Nm
allergologiste	allergologiste	1.0	0.0	Nm
travaillant	travaillante	0.0	0.0	Nm
écotouriste	écotouriste	1.0	0.0	Nm
haïsseur	haïsseuse	0.0	0.0	Nm
germanophobe	germanophobe	1.0	0.0	Nm
linuxien	linuxienne	0.0	0.0	Nm
sénégambien	sénégambienne	0.0	0.0	Nm
pollinisateur	pollinisatrice	0.0	0.0	Nm
rouscailleur	rouscailleuse	0.0	0.0	Nm
hurdleur	hurdleuse	0.0	0.0	Nm
géopoliticien	géopoliticienne	0.0	0.0	Nm
bandier	bandière	0.0	0.0	Nm
napolitain	napolitaine	0.0	0.0	Nm
forézien	forézienne	0.0	0.0	Nm
ilotier	ilotière	0.0	0.0	Nm
postmoderniste	postmoderniste	1.0	0.0	Nm
moscoutaire	moscoutaire	1.0	0.0	Nm
dépoussiéreur	dépoussiéreuse	0.0	0.0	Nm
futuriste	futuriste	1.0	0.0	Nm
beveridgien	beveridgienne	0.0	0.0	Nm
antipéroniste	antipéroniste	1.0	0.0	Nm
billardiste	billardiste	1.0	0.0	Nm
mauritanien	mauritanienne	0.0	0.0	Nm
impérator	impératrice	0.0	0.0	Nm
grincheux	grincheuse	0.0	0.0	Nm
hanovrien	hanovrienne	0.0	0.0	Nm
pagano-chrétien	pagano-chrétienne	0.0	0.0	Nm
éventaillier	éventaillière	0.0	0.0	Nm
cuniculteur	cunicultrice;cuniculicultrice	0.0	0.0	Nm
césaropapiste	césaropapiste	1.0	0.0	Nm
cosplayeur	cosplayeuse	0.0	0.0	Nm
démystificateur	démystificatrice	0.0	0.0	Nm
marconiste	marconiste	1.0	0.0	Nm
corpsard	corpsarde	0.0	0.0	Nm
néocolonialiste	néocolonialiste	1.0	0.0	Nm
échoppier	échoppier	1.0	0.0	Nm
kémaliste	kémaliste	1.0	0.0	Nm
rhumatologiste	rhumatologiste	1.0	0.0	Nm
reliquiaire	reliquiaire	1.0	0.0	Nm
cybermilitant	cybermilitante	0.0	0.0	Nm
herméneuticien	herméneuticienne	0.0	0.0	Nm
élitiste	élitiste	1.0	0.0	Nm
bushiste	bushiste	1.0	0.0	Nm
fédérateur	fédératrice	0.0	0.0	Nm
dévoreur	dévoreuse	0.0	0.0	Nm
stripteaseur	stripteaseuse	0.0	0.0	Nm
goitreux	goitreuse	0.0	0.0	Nm
staracadémicien	staracadémicienne	0.0	0.0	Nm
distilleur	distilleuse	0.0	0.0	Nm
potagiste	potagiste	1.0	0.0	Nm
andrologiste	andrologiste	1.0	0.0	Nm
paraschiste	paraschiste	1.0	0.0	Nm
libertaire	libertaire	1.0	0.0	Nm
pleurard	pleurarde	0.0	0.0	Nm
vichyssois	vichyssoise	0.0	0.0	Nm
enduriste	enduriste	1.0	0.0	Nm
piémontais	piémontaise	0.0	0.0	Nm
figuriniste	figuriniste	1.0	0.0	Nm
esquisseur	esquisseuse	0.0	0.0	Nm
biaiseur	biaiseuse	0.0	0.0	Nm
bikeur	bikeuse	0.0	0.0	Nm
new-yorkais	new-yorkaise	0.0	0.0	Nm
remetteur	remetteuse	0.0	0.0	Nm
nassérien	nassérienne	0.0	0.0	Nm
cnamien	cnamienne	0.0	0.0	Nm
austronésien	austronésienne	0.0	0.0	Nm
kimbanguiste	kimbanguiste	1.0	0.0	Nm
atomicien	atomicienne	0.0	0.0	Nm
ripolineur	ripolineuse	0.0	0.0	Nm
divorciaire	divorciaire	1.0	0.0	Nm
réactionnaire	réactionnaire	1.0	0.0	Nm
marcheux	marcheuse	0.0	0.0	Nm
rhodanien	rhodanienne	0.0	0.0	Nm
serbisant	serbisante	0.0	0.0	Nm
fruitier	fruitière	0.0	0.0	Nm
hardeur	hardeuse	0.0	0.0	Nm
drillier	drillière	0.0	0.0	Nm
trinqueur	trinqueuse	0.0	0.0	Nm
glossographe	glossographe	1.0	0.0	Nm
morayeur	morayeuse	0.0	0.0	Nm
quenelliste	quenelliste	1.0	0.0	Nm
variabiliste	variabiliste	1.0	0.0	Nm
diffamateur	diffamatrice;diffamateuse	0.0	0.0	Nm
juntiste	juntiste	1.0	0.0	Nm
carnavalier	carnavalière	0.0	0.0	Nm
biodynamiste	biodynamiste	1.0	0.0	Nm
marien	marienne	0.0	0.0	Nm
arrocheur	arrocheuse	0.0	0.0	Nm
arlésien	arlésienne	0.0	0.0	Nm
débordeur	débordeuse	0.0	0.0	Nm
littéraliste	littéraliste	1.0	0.0	Nm
générativiste	générativiste	1.0	0.0	Nm
naute	naute	1.0	0.0	Nm
sorbonniste	sorbonniste	1.0	0.0	Nm
accommodeur	accommodeuse	0.0	0.0	Nm
traditionnaire	traditionnaire	1.0	0.0	Nm
incestueux	incestueuse	0.0	0.0	Nm
aide-cuisinier	aide-cuisinière	0.0	0.0	Nm
forumeur	forumeuse	0.0	0.0	Nm
épousseteur	épousseteuse	0.0	0.0	Nm
champarteur	champarteresse	0.0	0.0	Nm
protohistorien	protohistorienne	0.0	0.0	Nm
légitimiste	légitimiste	1.0	0.0	Nm
reviseur	reviseuse	0.0	0.0	Nm
bourdonniste	bourdonniste	1.0	0.0	Nm
aguicheur	aguicheuse	0.0	0.0	Nm
antirévisionniste	antirévisionniste	1.0	0.0	Nm
micellaire	micellaire	1.0	0.0	Nm
glandeur	glandeuse	0.0	0.0	Nm
cébiste	cébiste	1.0	0.0	Nm
travestisseur	travestisseuse	0.0	0.0	Nm
égomiste	égomiste	1.0	0.0	Nm
præsident	præsidente	0.0	0.0	Nm
possibiliste	possibiliste	1.0	0.0	Nm
défecteur	défectrice	0.0	0.0	Nm
confiscateur	confiscatrice	0.0	0.0	Nm
étouffe-chrétien	étouffe-chrétienne	0.0	0.0	Nm
caquiste	caquiste	1.0	0.0	Nm
cannabiculteur	cannabicultrice	0.0	0.0	Nm
patronier	patronnière	0.0	0.0	Nm
estriqueur	estriqueuse	0.0	0.0	Nm
vénézuélien	vénézuélienne	0.0	0.0	Nm
oseur	oseuse	0.0	0.0	Nm
soufiste	soufiste	1.0	0.0	Nm
base-jumpeur	base-jumpeuse	0.0	0.0	Nm
négro-africain	négro-africaine	0.0	0.0	Nm
ultranationaliste	ultranationaliste	1.0	0.0	Nm
merdiqueux	merdiqueuse	0.0	0.0	Nm
frison	frisonne	0.0	0.0	Nm
hondurien	hondurienne	0.0	0.0	Nm
marocain	marocaine	0.0	0.0	Nm
anglophonophobe	anglophonophobe	1.0	0.0	Nm
vocabuliste	vocabuliste	1.0	0.0	Nm
baathiste	baathiste	1.0	0.0	Nm
routard	routarde	0.0	0.0	Nm
cardiologiste	cardiologiste	1.0	0.0	Nm
internaute	internaute	1.0	0.0	Nm
débirentier	débirentière	0.0	0.0	Nm
chichiteur	chichiteuse	0.0	0.0	Nm
shampoingneur	shampoingneuse	0.0	0.0	Nm
street-artiste	street-artiste	1.0	0.0	Nm
triathlonien	triathlonienne	0.0	0.0	Nm
défonceur	défonceuse	0.0	0.0	Nm
grouleur	grouleuse	0.0	0.0	Nm
langagier	langagière	0.0	0.0	Nm
ergonomiste	ergonomiste	1.0	0.0	Nm
pindariseur	pindariseuse	0.0	0.0	Nm
sténo-dactylographe	sténo-dactylographe	1.0	0.0	Nm
vulnéraire	vulnéraire	1.0	0.0	Nm
postalvéolaire	postalvéolaire	1.0	0.0	Nm
giletier	giletière	0.0	0.0	Nm
panhispaniste	panhispaniste	1.0	0.0	Nm
éconophysicien	éconophysicienne	0.0	0.0	Nm
brutaliste	brutaliste	1.0	0.0	Nm
mangeux	mangeuse	0.0	0.0	Nm
islamo-délinquant	islamo-délinquante	0.0	0.0	Nm
abbevillien	abbevillienne	0.0	0.0	Nm
outrecuidant	outrecuidante	0.0	0.0	Nm
congrégationniste	congrégationniste	1.0	0.0	Nm
brétailleur	brétailleuse	0.0	0.0	Nm
cressiculteur	cressicultrice;cressiculteuse	0.0	0.0	Nm
bohémiste	bohémiste	1.0	0.0	Nm
catoptrophobe	catoptrophobe	1.0	0.0	Nm
capricieux	capricieuse	0.0	0.0	Nm
flicaillon	flicaillonne	0.0	0.0	Nm
güleniste	güleniste	1.0	0.0	Nm
ressentimenteux	ressentimenteuse	0.0	0.0	Nm
anarcho-syndicaliste	anarcho-syndicaliste	1.0	0.0	Nm
nougatier	nougatière	0.0	0.0	Nm
artien	artienne	0.0	0.0	Nm
contrapétiste	contrapétiste	1.0	0.0	Nm
singapourien	singapourienne	0.0	0.0	Nm
aidant	aidante	0.0	0.0	Nm
gadouilleux	gadouilleuse	0.0	0.0	Nm
néoréaliste	néoréaliste	1.0	0.0	Nm
finnois	finnoise	0.0	0.0	Nm
thessalonicien	thessalonicienne	0.0	0.0	Nm
jardinaute	jardinaute	1.0	0.0	Nm
climaticien	climaticienne	0.0	0.0	Nm
novelliste	novelliste	1.0	0.0	Nm
stratégiste	stratégiste	1.0	0.0	Nm
faciliteur	facilitrice	0.0	0.0	Nm
préphilatéliste	préphilatéliste	1.0	0.0	Nm
neuropathologiste	neuropathologiste	1.0	0.0	Nm
engeôleur	engeôleuse	0.0	0.0	Nm
châtreur	châtreuse	0.0	0.0	Nm
conchieur	conchieuse	0.0	0.0	Nm
narbonnais	narbonnaise	0.0	0.0	Nm
viniculteur	vinicultrice	0.0	0.0	Nm
galériste	galériste	1.0	0.0	Nm
tronçonneur	tronçonneuse	0.0	0.0	Nm
peseur	peseuse	0.0	0.0	Nm
abyssinien	abyssinienne	0.0	0.0	Nm
missilier	missilière	0.0	0.0	Nm
spéléoplongeur	spéléoplongeuse	0.0	0.0	Nm
matheux	matheuse	0.0	0.0	Nm
infractionniste	infractionniste	1.0	0.0	Nm
rogommiste	rogommiste	1.0	0.0	Nm
statuaire	statuaire	1.0	0.0	Nm
post-impressionniste	post-impressionniste	1.0	0.0	Nm
gangsterroriste	gangsterroriste	1.0	0.0	Nm
futainier	futainière	0.0	0.0	Nm
jovien	jovienne	0.0	0.0	Nm
envaselineur	envaselineuse	0.0	0.0	Nm
nu-propriétaire	nue-propriétaire	0.0	0.0	Nm
rockeur	rockeuse	0.0	0.0	Nm
brimeur	brimeuse	0.0	0.0	Nm
saphiste	saphiste	1.0	0.0	Nm
maitre-nageur	maitre-nageuse	0.0	0.0	Nm
marchéiste	marchéiste	1.0	0.0	Nm
slavisant	slavisante	0.0	0.0	Nm
asparagiculteur	asparagicultrice	0.0	0.0	Nm
bookmakeur	bookmakeuse	0.0	0.0	Nm
chauviniste	chauviniste	1.0	0.0	Nm
martiniquais	martiniquaise	0.0	0.0	Nm
non-figuratif	non-figurative	0.0	0.0	Nm
galonnier	galonnière	0.0	0.0	Nm
contagionniste	contagionniste	1.0	0.0	Nm
boiseux	boiseuse	0.0	0.0	Nm
salopin	salopine	0.0	0.0	Nm
flagellateur	flagellatrice	0.0	0.0	Nm
émigrant	émigrante	0.0	0.0	Nm
chanvriculteur	chanvriculteuse;chanvricultrice	0.0	0.0	Nm
balisticien	balisticienne	0.0	0.0	Nm
locateur	locatrice;locateuse	0.0	0.0	Nm
tritagoniste	tritagoniste	1.0	0.0	Nm
populaire	populaire	1.0	0.0	Nm
stylographiste	stylographiste	1.0	0.0	Nm
béninois	béninoise	0.0	0.0	Nm
combourgeois	combourgeoise	0.0	0.0	Nm
chuchoteur	chuchoteuse	0.0	0.0	Nm
sulfuriste	sulfuriste	1.0	0.0	Nm
hacktiviste	hacktiviste	1.0	0.0	Nm
adoptien	adoptienne	0.0	0.0	Nm
comtois	comtoise	0.0	0.0	Nm
souleveur	souleveuse	0.0	0.0	Nm
maxwellien	maxwellienne	0.0	0.0	Nm
cantonais	cantonaise	0.0	0.0	Nm
mâconnais	mâconnaise	0.0	0.0	Nm
vichyiste	vichyiste	1.0	0.0	Nm
libriste	libriste	1.0	0.0	Nm
fournituriste	fournituriste	1.0	0.0	Nm
palestinien	palestinienne	0.0	0.0	Nm
félon	félonne	0.0	0.0	Nm
annamitisant	annamitisante	0.0	0.0	Nm
chainier	chainière	0.0	0.0	Nm
semigrossiste	semigrossiste	1.0	0.0	Nm
letton	lettone;lettonne	0.0	0.0	Nm
spontépariste	spontépariste	1.0	0.0	Nm
tétragénaire	tétragénaire	1.0	0.0	Nm
parodiste	parodiste	1.0	0.0	Nm
basculier	basculière	0.0	0.0	Nm
jaseur	jaseuse	0.0	0.0	Nm
atérien	atérienne	0.0	0.0	Nm
piailleur	piailleuse	0.0	0.0	Nm
crépinier	crépinière	0.0	0.0	Nm
indo-européaniste	indo-européaniste	1.0	0.0	Nm
leadeur	leadeuse	0.0	0.0	Nm
éprouveur	éprouveuse	0.0	0.0	Nm
effecteur	effectrice	0.0	0.0	Nm
castagneur	castagneuse	0.0	0.0	Nm
connaisseur	connaisseuse	0.0	0.0	Nm
camoufleur	camoufleuse	0.0	0.0	Nm
sicilio-sarde	sicilio-sarde	1.0	0.0	Nm
conditionneur	conditionneuse	0.0	0.0	Nm
langoustier	langoustière	0.0	0.0	Nm
présomptueux	présomptueuse	0.0	0.0	Nm
ducon	ducon	1.0	0.0	Nm
bandonéoniste	bandonéoniste	1.0	0.0	Nm
dossiste	dossiste	1.0	0.0	Nm
cédant	cédante	0.0	0.0	Nm
chigneux	chigneuse	0.0	0.0	Nm
aventuriste	aventuriste	1.0	0.0	Nm
ligneur	ligneuse	0.0	0.0	Nm
tolékiste	tolékiste	1.0	0.0	Nm
snobinard	snobinarde	0.0	0.0	Nm
autocariste	autocariste	1.0	0.0	Nm
flutiste	flutiste	1.0	0.0	Nm
confident	confidente	0.0	0.0	Nm
sahélien	sahélienne	0.0	0.0	Nm
montréalais	montréalaise	0.0	0.0	Nm
périgourdin	périgourdine	0.0	0.0	Nm
euskarien	euskarienne	0.0	0.0	Nm
valoisien	valoisienne	0.0	0.0	Nm
dimanchier	dimanchière	0.0	0.0	Nm
télésecrétaire	télésecrétaire	1.0	0.0	Nm
zadiste	zadiste	1.0	0.0	Nm
ronronneur	ronronneuse	0.0	0.0	Nm
expansionniste	expansionniste	1.0	0.0	Nm
ceintureur	ceintureuse	0.0	0.0	Nm
communicant	communicante	0.0	0.0	Nm
crudivoriste	crudivoriste	1.0	0.0	Nm
reclusionnaire	reclusionnaire	1.0	0.0	Nm
concettiste	concettiste	1.0	0.0	Nm
cyberjihadiste	cyberjihadiste	1.0	0.0	Nm
dévastateur	dévastatrice;dévastateuse	0.0	0.0	Nm
extraordinaire	extraordinaire	1.0	0.0	Nm
divagueur	divagueur	1.0	0.0	Nm
baconiste	baconiste	1.0	0.0	Nm
décapeur	décapeuse	0.0	0.0	Nm
arabiste	arabiste	1.0	0.0	Nm
pourchasseur	pourchasseuse	0.0	0.0	Nm
corporatiste	corporatiste	1.0	0.0	Nm
postillonneur	postillonneuse	0.0	0.0	Nm
solier	solière	0.0	0.0	Nm
e-marketeur	e-marketeuse	0.0	0.0	Nm
gnochon	gnochonne	0.0	0.0	Nm
cyberdissident	cyberdissidente	0.0	0.0	Nm
nomographe	nomographe	1.0	0.0	Nm
tshisekediste	tshisekediste	1.0	0.0	Nm
gouailleur	gouailleuse	0.0	0.0	Nm
beuglant	beuglante	0.0	0.0	Nm
vérandaliste	vérandaliste	1.0	0.0	Nm
helvétisant	helvétisante	0.0	0.0	Nm
agenouilliste	agenouilliste	1.0	0.0	Nm
duplessiste	duplessiste	1.0	0.0	Nm
casanier	casanière	0.0	0.0	Nm
basselissier	basselissière	0.0	0.0	Nm
hématologiste	hématologiste	1.0	0.0	Nm
télémécanicien	télémécanicienne	0.0	0.0	Nm
socio-historiographe	socio-historiographe	1.0	0.0	Nm
cinquagénaire	cinquagénaire	1.0	0.0	Nm
étatiste	étatiste	1.0	0.0	Nm
métisseur	métisseuse	0.0	0.0	Nm
colonisateur	colonisatrice	0.0	0.0	Nm
rampeur	rampeuse	0.0	0.0	Nm
pinardier	pinardière	0.0	0.0	Nm
élégant	élégante	0.0	0.0	Nm
tiersmondiste	tiersmondiste	1.0	0.0	Nm
indépendantiste	indépendantiste	1.0	0.0	Nm
photoréaliste	photoréaliste	1.0	0.0	Nm
antirévolutionnaire	antirévolutionnaire	1.0	0.0	Nm
épicurien	épicurienne	0.0	0.0	Nm
néocapitaliste	néocapitaliste	1.0	0.0	Nm
cynologiste	cynologiste	1.0	0.0	Nm
consulaire	consulaire	1.0	0.0	Nm
nervalien	nervalienne	0.0	0.0	Nm
tecktonikeur	tecktonikeuse	0.0	0.0	Nm
whovien	whovienne	0.0	0.0	Nm
salmoniculteur	salmonicultrice	0.0	0.0	Nm
monétariste	monétariste	1.0	0.0	Nm
wallingant	wallingante	0.0	0.0	Nm
décliniste	décliniste	1.0	0.0	Nm
guérillériste	guérillériste	1.0	0.0	Nm
kabbaliste	kabbaliste	1.0	0.0	Nm
phytotechnicien	phytotechnicienne	0.0	0.0	Nm
faux-saunier	faux-saunière	0.0	0.0	Nm
masculiniste	masculiniste	1.0	0.0	Nm
bellevillois	bellevilloise	0.0	0.0	Nm
multi-instrumentiste	multi-instrumentiste	1.0	0.0	Nm
fatrassier	fatrassière	0.0	0.0	Nm
acomoclitiste	acomoclitiste	1.0	0.0	Nm
traitre	traitresse	0.0	0.0	Nm
apparieur	apparieur;apparieuse	0.0	0.0	Nm
boulonnier	boulonnière	0.0	0.0	Nm
zambien	zambienne	0.0	0.0	Nm
entreteneur	entreteneuse	0.0	0.0	Nm
contagionnaire	contagionnaire	1.0	0.0	Nm
picoleur	picoleuse	0.0	0.0	Nm
appointeur	appointeuse	0.0	0.0	Nm
antifasciste	antifasciste	1.0	0.0	Nm
œconomiste	œconomiste	1.0	0.0	Nm
chorographe	chorographe	1.0	0.0	Nm
paludier	paludière	0.0	0.0	Nm
photocomposeur	photocomposeuse	0.0	0.0	Nm
amorceur	amorceuse	0.0	0.0	Nm
arrière-cousin	arrière-cousine	0.0	0.0	Nm
cartésien	cartésienne	0.0	0.0	Nm
parlementariste	parlementariste	1.0	0.0	Nm
désobéisseur	désobéisseuse	0.0	0.0	Nm
puriste	puriste	1.0	0.0	Nm
astrobiologiste	astrobiologiste	1.0	0.0	Nm
maximaliste	maximaliste	1.0	0.0	Nm
lèche-vitrine	lèche-vitrine	1.0	0.0	Nm
écofasciste	écofasciste	1.0	0.0	Nm
rétif	rétive	0.0	0.0	Nm
kantien	kantienne	0.0	0.0	Nm
affileur	affileuse	0.0	0.0	Nm
approbateur	approbatrice;approbateuse	0.0	0.0	Nm
lésineux	lésineuse	0.0	0.0	Nm
dialecticien	dialecticienne	0.0	0.0	Nm
comorien	comorienne	0.0	0.0	Nm
arthrologiste	arthrologiste	1.0	0.0	Nm
anticoncordataire	anticoncordataire	1.0	0.0	Nm
bronzeur	bronzeuse	0.0	0.0	Nm
anticolonialiste	anticolonialiste	1.0	0.0	Nm
erpétologiste	erpétologiste	1.0	0.0	Nm
insulaire	insulaire	1.0	0.0	Nm
esbrouffeur	esbrouffeuse	0.0	0.0	Nm
cocréancier	cocréancière	0.0	0.0	Nm
omnipraticien	omnipraticienne	0.0	0.0	Nm
gaînier	gaînière	0.0	0.0	Nm
irréaliste	irréaliste	1.0	0.0	Nm
redevancier	redevancière	0.0	0.0	Nm
tubard	tubarde	0.0	0.0	Nm
circumnavigateur	circumnavigatrice;circumnavigateuse	0.0	0.0	Nm
filetier	filetière	0.0	0.0	Nm
dioscorien	dioscorienne	0.0	0.0	Nm
mitterrandien	mitterrandienne	0.0	0.0	Nm
lamentateur	lamentatrice	0.0	0.0	Nm
pique-meuron	pique-meuron	1.0	0.0	Nm
hurleur	hurleuse	0.0	0.0	Nm
leguiiste	leguiiste	1.0	0.0	Nm
francilien	francilienne	0.0	0.0	Nm
composeur	composeuse	0.0	0.0	Nm
supplantateur	supplantatrice	0.0	0.0	Nm
magyarisant	magyarisante	0.0	0.0	Nm
louviérois	louviéroise	0.0	0.0	Nm
lucaniste	lucaniste	1.0	0.0	Nm
sambiste	sambiste	1.0	0.0	Nm
ardoisier	ardoisière	0.0	0.0	Nm
bolchéviste	bolchéviste	1.0	0.0	Nm
amapien	amapienne	0.0	0.0	Nm
frontiste	frontiste	1.0	0.0	Nm
parasitologiste	parasitologiste	1.0	0.0	Nm
belgicain	belgicaine	0.0	0.0	Nm
ricardien	ricardienne	0.0	0.0	Nm
néo-royaliste	néo-royaliste	1.0	0.0	Nm
codemandeur	codemanderesse	0.0	0.0	Nm
vétillard	vétillarde	0.0	0.0	Nm
salinier	salinière	0.0	0.0	Nm
suspicieux	suspicieuse	0.0	0.0	Nm
déchaumeur	déchaumeuse	0.0	0.0	Nm
azilien	azilienne	0.0	0.0	Nm
antiparticulariste	antiparticulariste	1.0	0.0	Nm
connard	connarde;connasse	0.0	0.0	Nm
tanzanien	tanzanienne	0.0	0.0	Nm
bisettier	bisettière	0.0	0.0	Nm
dix-septièmiste	dix-septièmiste	1.0	0.0	Nm
votard	votarde	0.0	0.0	Nm
sermonneur	sermonneuse	0.0	0.0	Nm
fildefériste	fildefériste	1.0	0.0	Nm
relationniste	relationniste	1.0	0.0	Nm
robotechnicien	robotechnicienne	0.0	0.0	Nm
néo-communiste	néo-communiste	1.0	0.0	Nm
vulcanologiste	vulcanologiste	1.0	0.0	Nm
ricaneur	ricaneuse	0.0	0.0	Nm
ougrien	ougrienne	0.0	0.0	Nm
mochard	mocharde	0.0	0.0	Nm
malaisien	malaisienne	0.0	0.0	Nm
platonicien	platonicienne	0.0	0.0	Nm
traineur	traineuse	0.0	0.0	Nm
titiste	titiste	1.0	0.0	Nm
franco-ontarien	franco-ontarienne	0.0	0.0	Nm
adultérateur	adultératrice	0.0	0.0	Nm
francisant	francisante	0.0	0.0	Nm
rocardien	rocardienne	0.0	0.0	Nm
sado-masochiste	sado-masochiste	1.0	0.0	Nm
aluminier	aluminière	0.0	0.0	Nm
ménin	ménine	0.0	0.0	Nm
cliquard	cliquarde	0.0	0.0	Nm
mimosiste	mimosiste	1.0	0.0	Nm
soudanien	soudanienne	0.0	0.0	Nm
rythmologiste	rythmologiste	1.0	0.0	Nm
zarbiste	zarbiste	1.0	0.0	Nm
théreuticographe	théreuticographe	1.0	0.0	Nm
locomoteur	locomotrice	0.0	0.0	Nm
robotiste	robotiste	1.0	0.0	Nm
confabulateur	confabulatrice	0.0	0.0	Nm
byronien	byronienne	0.0	0.0	Nm
acériculteur	acéricultrice	0.0	0.0	Nm
néoroyaliste	néoroyaliste	1.0	0.0	Nm
extorqueur	extorqueuse	0.0	0.0	Nm
créationniste	créationniste	1.0	0.0	Nm
cafeteur	cafeteuse	0.0	0.0	Nm
paléomagnéticien	paléomagnéticienne	0.0	0.0	Nm
corinthien	corinthienne	0.0	0.0	Nm
chandeleur	chandeleuse	0.0	0.0	Nm
futurologiste	futurologiste	1.0	0.0	Nm
véloveur	véloveuse	0.0	0.0	Nm
estomaqueur	estomaqueuse	0.0	0.0	Nm
dédaigneur	dédaigneuse	0.0	0.0	Nm
trans-humaniste	trans-humaniste	1.0	0.0	Nm
imposteur	imposteresse	0.0	0.0	Nm
fructidorien	fructidorienne	0.0	0.0	Nm
briochiste	briochiste	1.0	0.0	Nm
gandhiste	gandhiste	1.0	0.0	Nm
giraldien	giraldienne	0.0	0.0	Nm
maffieux	maffieuse	0.0	0.0	Nm
phytobactériologiste	phytobactériologiste	1.0	0.0	Nm
célestiste	célestiste	1.0	0.0	Nm
ceinturier	ceinturière	0.0	0.0	Nm
plotinien	plotinienne	0.0	0.0	Nm
singhalais	singhalaise	0.0	0.0	Nm
névrographe	névrographe	1.0	0.0	Nm
bassoteur	bassoteuse	0.0	0.0	Nm
hémorrhoïdaire	hémorrhoïdaire	1.0	0.0	Nm
téléacteur	téléactrice	0.0	0.0	Nm
quaternariste	quaternariste	1.0	0.0	Nm
loler	loleuse	0.0	0.0	Nm
dîmier	dîmière	0.0	0.0	Nm
tamtamiste	tamtamiste	1.0	0.0	Nm
équilibreur	équilibreuse	0.0	0.0	Nm
bandériste	bandériste	1.0	0.0	Nm
paniquard	paniquarde	0.0	0.0	Nm
cocardier	cocardière	0.0	0.0	Nm
ligérien	ligérienne	0.0	0.0	Nm
mésopotamien	mésopotamienne	0.0	0.0	Nm
anecdotiste	anecdotiste	1.0	0.0	Nm
axonais	axonaise	0.0	0.0	Nm
décabriste	décabriste	1.0	0.0	Nm
sanctificateur	sanctificatrice	0.0	0.0	Nm
embryogéniste	embryogéniste	1.0	0.0	Nm
érecteur	érectrice	0.0	0.0	Nm
butineur	butineuse	0.0	0.0	Nm
bolivien	bolivienne	0.0	0.0	Nm
turgotin	turgotine	0.0	0.0	Nm
berneur	berneuse	0.0	0.0	Nm
audionaute	audionaute	1.0	0.0	Nm
antirationaliste	antirationaliste	1.0	0.0	Nm
arrière-grand-oncle	arrière-grand-tante	0.0	0.0	Nm
paléoethnologiste	paléoethnologiste	1.0	0.0	Nm
blesseur	blesseuse	0.0	0.0	Nm
prépotent	prépotente	0.0	0.0	Nm
organicien	organicienne	0.0	0.0	Nm
moraliseur	moraliseuse	0.0	0.0	Nm
cochliophiliste	cochliophiliste	1.0	0.0	Nm
malchanceux	malchanceuse	0.0	0.0	Nm
affaiteur	affaiteuse	0.0	0.0	Nm
salvadorien	salvadorienne	0.0	0.0	Nm
urologiste	urologiste	1.0	0.0	Nm
armoriste	armoriste	1.0	0.0	Nm
cloneur	cloneuse	0.0	0.0	Nm
mauricien	mauricienne	0.0	0.0	Nm
antenaire	antenaire	1.0	0.0	Nm
possédant	possédante	0.0	0.0	Nm
dineur	dineuse	0.0	0.0	Nm
sous-précepteur	sous-préceptrice	0.0	0.0	Nm
bembiste	bembiste	1.0	0.0	Nm
semi-grossiste	semi-grossiste	1.0	0.0	Nm
lillois	lilloise	0.0	0.0	Nm
bédéiste	bédéiste	1.0	0.0	Nm
réconciliateur	réconciliatrice;réconciliateuse	0.0	0.0	Nm
guedin	guedin	1.0	0.0	Nm
agonisant	agonisante	0.0	0.0	Nm
pinochetiste	pinochetiste	1.0	0.0	Nm
impétrant	impétrante	0.0	0.0	Nm
sud-africain	sud-africaine	0.0	0.0	Nm
